ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-05-19,556581.047628268,117863.85207360766,975930.0856225138,556581.047628268,556581.047628268,-15568.900184855354,-15568.900184855354,-15568.900184855354,-15568.900184855354,-15568.900184855354,-15568.900184855354,0.0,0.0,0.0,541012.1474434127
2014-05-20,556349.3313887833,132009.37787739345,1003583.5886477061,556349.3313887833,556349.3313887833,-878.1984085498381,-878.1984085498381,-878.1984085498381,-878.1984085498381,-878.1984085498381,-878.1984085498381,0.0,0.0,0.0,555471.1329802334
2014-05-21,556117.6151492986,111056.27507064371,979741.6901676204,556117.6151492986,556117.6151492986,-17854.2149321911,-17854.2149321911,-17854.2149321911,-17854.2149321911,-17854.2149321911,-17854.2149321911,0.0,0.0,0.0,538263.4002171075
2014-05-22,555885.8989098138,119243.8405824995,1005320.6299643979,555885.8989098138,555885.8989098138,-17840.903999883038,-17840.903999883038,-17840.903999883038,-17840.903999883038,-17840.903999883038,-17840.903999883038,0.0,0.0,0.0,538044.9949099309
2014-05-23,555654.1826703291,90256.58531390231,963141.7397031767,555654.1826703291,555654.1826703291,-5766.902209967548,-5766.902209967548,-5766.902209967548,-5766.902209967548,-5766.902209967548,-5766.902209967548,0.0,0.0,0.0,549887.2804603616
2014-05-27,554727.3177123902,120100.38402948859,994642.3202581392,554727.3177123902,554727.3177123902,-878.1984089507941,-878.1984089507941,-878.1984089507941,-878.1984089507941,-878.1984089507941,-878.1984089507941,0.0,0.0,0.0,553849.1193034394
2014-05-28,554495.6015449284,104195.10900356818,981294.9748184055,554495.6015449284,554495.6015449284,-17854.21493179624,-17854.21493179624,-17854.21493179624,-17854.21493179624,-17854.21493179624,-17854.21493179624,0.0,0.0,0.0,536641.3866131322
2014-05-29,554263.8853774666,119264.05150270587,978990.0503998325,554263.8853774666,554263.8853774666,-17840.903999729344,-17840.903999729344,-17840.903999729344,-17840.903999729344,-17840.903999729344,-17840.903999729344,0.0,0.0,0.0,536422.9813777372
2014-05-30,554032.1692100047,132639.4624739847,959456.8881370231,554032.1692100047,554032.1692100047,-5766.902210524105,-5766.902210524105,-5766.902210524105,-5766.902210524105,-5766.902210524105,-5766.902210524105,0.0,0.0,0.0,548265.2669994807
2014-06-02,553337.020707619,94627.09261517314,986883.182434899,553337.020707619,553337.020707619,-15568.900184919386,-15568.900184919386,-15568.900184919386,-15568.900184919386,-15568.900184919386,-15568.900184919386,0.0,0.0,0.0,537768.1205226997
2014-06-03,553105.3045401572,125005.1125406484,989308.951613923,553105.3045401572,553105.3045401572,-878.1984082042624,-878.1984082042624,-878.1984082042624,-878.1984082042624,-878.1984082042624,-878.1984082042624,0.0,0.0,0.0,552227.106131953
2014-06-04,552873.5883726953,75364.84386703408,964403.4309372979,552873.5883726953,552873.5883726953,-17854.21493119219,-17854.21493119219,-17854.21493119219,-17854.21493119219,-17854.21493119219,-17854.21493119219,0.0,0.0,0.0,535019.373441503
2014-06-05,552641.8724267624,100038.35384645639,959432.5546467509,552641.8724267624,552641.8724267624,-17840.904000194674,-17840.904000194674,-17840.904000194674,-17840.904000194674,-17840.904000194674,-17840.904000194674,0.0,0.0,0.0,534800.9684265677
2014-06-06,552410.1564808293,129821.16947106003,976870.6851878453,552410.1564808293,552410.1564808293,-5766.902210494072,-5766.902210494072,-5766.902210494072,-5766.902210494072,-5766.902210494072,-5766.902210494072,0.0,0.0,0.0,546643.2542703353
2014-06-09,551715.0086430304,97354.52732090931,984475.5553083327,551715.0086430304,551715.0086430304,-15568.900185731189,-15568.900185731189,-15568.900185731189,-15568.900185731189,-15568.900185731189,-15568.900185731189,0.0,0.0,0.0,536146.1084572992
2014-06-10,551483.2926970974,119826.12247337672,1002593.0584405566,551483.2926970974,551483.2926970974,-878.1984087213616,-878.1984087213616,-878.1984087213616,-878.1984087213616,-878.1984087213616,-878.1984087213616,0.0,0.0,0.0,550605.094288376
2014-06-11,551251.5767511644,114570.52222345535,980923.6368644331,551251.5767511644,551251.5767511644,-17854.214931406925,-17854.214931406925,-17854.214931406925,-17854.214931406925,-17854.214931406925,-17854.214931406925,0.0,0.0,0.0,533397.3618197575
2014-06-12,551019.8608052315,77122.21806283585,978772.4892012619,551019.8608052315,551019.8608052315,-17840.903999516275,-17840.903999516275,-17840.903999516275,-17840.903999516275,-17840.903999516275,-17840.903999516275,0.0,0.0,0.0,533178.9568057152
2014-06-13,550788.1448592985,133644.58245895608,981882.694518739,550788.1448592985,550788.1448592985,-5766.902210464009,-5766.902210464009,-5766.902210464009,-5766.902210464009,-5766.902210464009,-5766.902210464009,0.0,0.0,0.0,545021.2426488345
2014-06-14,550556.4297211255,281631.3506260517,1171122.9572803644,550556.4297211255,550556.4297211255,187048.40149341745,187048.40149341745,187048.40149341745,187048.40149341745,187048.40149341745,187048.40149341745,0.0,0.0,0.0,737604.831214543
2014-06-15,550324.7145829527,-43975.68225108567,837715.5241264263,550324.7145829527,550324.7145829527,-129139.28175810943,-129139.28175810943,-129139.28175810943,-129139.28175810943,-129139.28175810943,-129139.28175810943,0.0,0.0,0.0,421185.4328248432
2014-06-16,550092.9994447798,82643.89873513882,1000066.3353895899,550092.9994447798,550092.9994447798,-15568.900185338958,-15568.900185338958,-15568.900185338958,-15568.900185338958,-15568.900185338958,-15568.900185338958,0.0,0.0,0.0,534524.0992594409
2014-06-17,549861.2843066069,130145.46312427575,970743.7504928197,549861.2843066069,549861.2843066069,-878.1984085485898,-878.1984085485898,-878.1984085485898,-878.1984085485898,-878.1984085485898,-878.1984085485898,0.0,0.0,0.0,548983.0858980583
2014-06-18,549629.5691684339,102021.32631142644,976551.624829674,549629.5691684339,549629.5691684339,-17854.214931012066,-17854.214931012066,-17854.214931012066,-17854.214931012066,-17854.214931012066,-17854.214931012066,0.0,0.0,0.0,531775.3542374219
2014-06-19,549397.854030261,109057.61842159745,976552.0048574922,549397.854030261,549397.854030261,-17840.903999887283,-17840.903999887283,-17840.903999887283,-17840.903999887283,-17840.903999887283,-17840.903999887283,0.0,0.0,0.0,531556.9500303738
2014-06-20,549166.1388920882,107188.86877924918,998880.5413904926,549166.1388920882,549166.1388920882,-5766.902210727287,-5766.902210727287,-5766.902210727287,-5766.902210727287,-5766.902210727287,-5766.902210727287,0.0,0.0,0.0,543399.2366813609
2014-06-22,548702.7086157424,-4054.8707459697757,817777.6672475941,548702.7086157424,548702.7086157424,-129139.28175817037,-129139.28175817037,-129139.28175817037,-129139.28175817037,-129139.28175817037,-129139.28175817037,0.0,0.0,0.0,419563.42685757205
2014-06-23,548470.9934775695,118604.99652309976,968165.0054458651,548470.9934775695,548470.9934775695,-15568.900185370996,-15568.900185370996,-15568.900185370996,-15568.900185370996,-15568.900185370996,-15568.900185370996,0.0,0.0,0.0,532902.0932921985
2014-06-24,548239.2791883249,110256.02990412332,964506.5690558777,548239.2791883249,548239.2791883249,-878.198408375786,-878.198408375786,-878.198408375786,-878.198408375786,-878.198408375786,-878.198408375786,0.0,0.0,0.0,547361.0807799491
2014-06-25,548007.5648990804,99635.92446011792,958809.3611843523,548007.5648990804,548007.5648990804,-17854.21493183639,-17854.21493183639,-17854.21493183639,-17854.21493183639,-17854.21493183639,-17854.21493183639,0.0,0.0,0.0,530153.3499672441
2014-06-26,547775.8506098359,103137.52092543994,968340.864013171,547775.8506098359,547775.8506098359,-17840.9039993975,-17840.9039993975,-17840.9039993975,-17840.9039993975,-17840.9039993975,-17840.9039993975,0.0,0.0,0.0,529934.9466104384
2014-06-27,547544.1363205914,104170.82080717769,938971.4013715273,547544.1363205914,547544.1363205914,-5766.902210361334,-5766.902210361334,-5766.902210361334,-5766.902210361334,-5766.902210361334,-5766.902210361334,0.0,0.0,0.0,541777.2341102301
2014-06-30,546848.993452858,98280.83571163274,949700.8389822382,546848.993452858,546848.993452858,-15568.900184978756,-15568.900184978756,-15568.900184978756,-15568.900184978756,-15568.900184978756,-15568.900184978756,0.0,0.0,0.0,531280.0932678792
2014-07-01,546617.2791636133,109529.28307281075,957566.8012520246,546617.2791636133,546617.2791636133,-878.1984083191627,-878.1984083191627,-878.1984083191627,-878.1984083191627,-878.1984083191627,-878.1984083191627,0.0,0.0,0.0,545739.0807552942
2014-07-02,546385.5650849573,76564.2486129127,953164.6850604671,546385.5650849573,546385.5650849573,-17854.21493123235,-17854.21493123235,-17854.21493123235,-17854.21493123235,-17854.21493123235,-17854.21493123235,0.0,0.0,0.0,528531.3501537249
2014-07-03,546153.8510063015,126691.61772044098,986263.7331583808,546153.8510063015,546153.8510063015,-17840.90399976852,-17840.90399976852,-17840.90399976852,-17840.90399976852,-17840.90399976852,-17840.90399976852,0.0,0.0,0.0,528312.9470065329
2014-07-07,545226.9946916776,91763.64555953091,959444.3898154523,545226.9946916776,545226.9946916776,-15568.9001856128,-15568.9001856128,-15568.9001856128,-15568.9001856128,-15568.9001856128,-15568.9001856128,0.0,0.0,0.0,529658.0945060648
2014-07-08,544995.2806130216,100700.70787362746,986786.6772361423,544995.2806130216,544995.2806130216,-878.1984087201188,-878.1984087201188,-878.1984087201188,-878.1984087201188,-878.1984087201188,-878.1984087201188,0.0,0.0,0.0,544117.0822043015
2014-07-09,544763.5665343656,87666.32428443711,937251.8020919324,544763.5665343656,544763.5665343656,-17854.214931447073,-17854.214931447073,-17854.214931447073,-17854.214931447073,-17854.214931447073,-17854.214931447073,0.0,0.0,0.0,526909.3516029186
2014-07-10,544531.8524557097,89377.01419150532,946872.8804222721,544531.8524557097,544531.8524557097,-17840.90400013954,-17840.90400013954,-17840.90400013954,-17840.90400013954,-17840.90400013954,-17840.90400013954,0.0,0.0,0.0,526690.9484555701
2014-07-11,544300.1383770538,118120.47255649781,992650.3833227773,544300.1383770538,544300.1383770538,-5766.902209965328,-5766.902209965328,-5766.902209965328,-5766.902209965328,-5766.902209965328,-5766.902209965328,0.0,0.0,0.0,538533.2361670885
2014-07-12,544068.4242983977,274805.46614561795,1152812.324109909,544068.4242983977,544068.4242983977,187048.4014935115,187048.4014935115,187048.4014935115,187048.4014935115,187048.4014935115,187048.4014935115,0.0,0.0,0.0,731116.8257919092
2014-07-14,543604.9961410859,95290.81596580289,953422.4588735405,543604.9961410859,543604.9961410859,-15568.90018522057,-15568.90018522057,-15568.90018522057,-15568.90018522057,-15568.90018522057,-15568.90018522057,0.0,0.0,0.0,528036.0959558653
2014-07-15,543373.2820624299,85781.09116377545,994087.5148716385,543373.2820624299,543373.2820624299,-878.1984085473202,-878.1984085473202,-878.1984085473202,-878.1984085473202,-878.1984085473202,-878.1984085473202,0.0,0.0,0.0,542495.0836538826
2014-07-16,543141.5684714273,93914.94331745205,979062.8841469103,543141.5684714273,543141.5684714273,-17854.214931661812,-17854.214931661812,-17854.214931661812,-17854.214931661812,-17854.214931661812,-17854.214931661812,0.0,0.0,0.0,525287.3535397655
2014-07-17,542909.8548804248,119214.1446126865,965662.3144106509,542909.8548804248,542909.8548804248,-17840.90399955545,-17840.90399955545,-17840.90399955545,-17840.90399955545,-17840.90399955545,-17840.90399955545,0.0,0.0,0.0,525068.9508808693
2014-07-18,542678.1412894222,108141.83822350828,960660.2572404826,542678.1412894222,542678.1412894222,-5766.902210564495,-5766.902210564495,-5766.902210564495,-5766.902210564495,-5766.902210564495,-5766.902210564495,0.0,0.0,0.0,536911.2390788577
2014-07-21,541983.0005164146,105938.1984642994,960849.6786698778,541983.0005164146,541983.0005164146,-15568.90018482834,-15568.90018482834,-15568.90018482834,-15568.90018482834,-15568.90018482834,-15568.90018482834,0.0,0.0,0.0,526414.1003315863
2014-07-22,541751.286925412,139540.6934653661,958894.6972071758,541751.286925412,541751.286925412,-878.1984089482656,-878.1984089482656,-878.1984089482656,-878.1984089482656,-878.1984089482656,-878.1984089482656,0.0,0.0,0.0,540873.0885164638
2014-07-23,541519.5733758796,114923.41376950066,965477.0895876578,541519.5733758796,541519.5733758796,-17854.214931458166,-17854.214931458166,-17854.214931458166,-17854.214931458166,-17854.214931458166,-17854.214931458166,0.0,0.0,0.0,523665.3584444214
2014-07-24,541287.859826347,122247.00760114177,949900.4106972441,541287.859826347,541287.859826347,-17840.903999926468,-17840.903999926468,-17840.903999926468,-17840.903999926468,-17840.903999926468,-17840.903999926468,0.0,0.0,0.0,523446.9558264205
2014-07-25,541056.1462768144,98015.74794382144,970809.421685742,541056.1462768144,541056.1462768144,-5766.902210198532,-5766.902210198532,-5766.902210198532,-5766.902210198532,-5766.902210198532,-5766.902210198532,0.0,0.0,0.0,535289.2440666158
2014-07-28,540361.0056282168,55457.92245581166,953861.3993578572,540361.0056282168,540361.0056282168,-15568.900185462373,-15568.900185462373,-15568.900185462373,-15568.900185462373,-15568.900185462373,-15568.900185462373,0.0,0.0,0.0,524792.1054427545
2014-07-29,540129.2920786842,128415.4287023858,967379.9741753157,540129.2920786842,540129.2920786842,-878.1984083178984,-878.1984083178984,-878.1984083178984,-878.1984083178984,-878.1984083178984,-878.1984083178984,0.0,0.0,0.0,539251.0936703663
2014-07-30,539897.5784379481,73641.83996710529,986919.5923014177,539897.5784379481,539897.5784379481,-17854.2149316729,-17854.2149316729,-17854.2149316729,-17854.2149316729,-17854.2149316729,-17854.2149316729,0.0,0.0,0.0,522043.36350627523
2014-07-31,539665.8647972121,58691.93828599687,960779.2726179153,539665.8647972121,539665.8647972121,-17840.903999772767,-17840.903999772767,-17840.903999772767,-17840.903999772767,-17840.903999772767,-17840.903999772767,0.0,0.0,0.0,521824.96079743933
2014-08-01,539434.151156476,84914.00813464822,953990.7595043074,539434.151156476,539434.151156476,-5766.90220983259,-5766.90220983259,-5766.90220983259,-5766.90220983259,-5766.90220983259,-5766.90220983259,0.0,0.0,0.0,533667.2489466434
2014-08-02,539202.4375157399,267979.66934415617,1126166.8739860211,539202.4375157399,539202.4375157399,187048.40149320386,187048.40149320386,187048.40149320386,187048.40149320386,187048.40149320386,187048.40149320386,0.0,0.0,0.0,726250.8390089438
2014-08-04,538739.0102342677,86349.28050545052,944470.9254010529,538739.0102342677,538739.0102342677,-15568.900185070153,-15568.900185070153,-15568.900185070153,-15568.900185070153,-15568.900185070153,-15568.900185070153,0.0,0.0,0.0,523170.1100491975
2014-08-05,538507.2965935316,96766.08625910894,968565.143373695,538507.2965935316,538507.2965935316,-878.1984087188439,-878.1984087188439,-878.1984087188439,-878.1984087188439,-878.1984087188439,-878.1984087188439,0.0,0.0,0.0,537629.0981848128
2014-08-06,538275.5829527957,91306.60586252224,977539.3660927234,538275.5829527957,538275.5829527957,-17854.214931887644,-17854.214931887644,-17854.214931887644,-17854.214931887644,-17854.214931887644,-17854.214931887644,0.0,0.0,0.0,520421.36802090803
2014-08-07,538043.8693120595,62643.28854648822,914787.7645414529,538043.8693120595,538043.8693120595,-17840.904000143786,-17840.904000143786,-17840.904000143786,-17840.904000143786,-17840.904000143786,-17840.904000143786,0.0,0.0,0.0,520202.9653119157
2014-08-08,537812.1556713234,100352.59233022634,941965.8244203744,537812.1556713234,537812.1556713234,-5766.902210431747,-5766.902210431747,-5766.902210431747,-5766.902210431747,-5766.902210431747,-5766.902210431747,0.0,0.0,0.0,532045.2534608917
2014-08-11,537117.0146168701,94049.73702276741,965462.1123644799,537117.0146168701,537117.0146168701,-15568.90018510216,-15568.90018510216,-15568.90018510216,-15568.90018510216,-15568.90018510216,-15568.90018510216,0.0,0.0,0.0,521548.11443176796
2014-08-12,536885.3009320523,112167.02086584768,939313.3824284023,536885.3009320523,536885.3009320523,-878.1984091197946,-878.1984091197946,-878.1984091197946,-878.1984091197946,-878.1984091197946,-878.1984091197946,0.0,0.0,0.0,536007.1025229326
2014-08-13,536653.5872472345,85444.49642779169,935681.4814709832,536653.5872472345,536653.5872472345,-17854.214931283586,-17854.214931283586,-17854.214931283586,-17854.214931283586,-17854.214931283586,-17854.214931283586,0.0,0.0,0.0,518799.3723159509
2014-08-14,536421.8735624168,98593.28773547689,961958.6252887258,536421.8735624168,536421.8735624168,-17840.904000084407,-17840.904000084407,-17840.904000084407,-17840.904000084407,-17840.904000084407,-17840.904000084407,0.0,0.0,0.0,518580.9695623324
2014-08-15,536190.159877599,84549.65600586397,956203.341323203,536190.159877599,536190.159877599,-5766.902210065794,-5766.902210065794,-5766.902210065794,-5766.902210065794,-5766.902210065794,-5766.902210065794,0.0,0.0,0.0,530423.2576675332
2014-08-18,535495.0188231457,82770.46064983022,967065.7451058693,535495.0188231457,535495.0188231457,-15568.90018470994,-15568.90018470994,-15568.90018470994,-15568.90018470994,-15568.90018470994,-15568.90018470994,0.0,0.0,0.0,519926.1186384357
2014-08-19,535263.3051383278,107456.38084120523,975279.9778195571,535263.3051383278,535263.3051383278,-878.1984084894327,-878.1984084894327,-878.1984084894327,-878.1984084894327,-878.1984084894327,-878.1984084894327,0.0,0.0,0.0,534385.1067298383
2014-08-20,535031.5914535101,108112.17351618063,919028.2101229376,535031.5914535101,535031.5914535101,-17854.214932107916,-17854.214932107916,-17854.214932107916,-17854.214932107916,-17854.214932107916,-17854.214932107916,0.0,0.0,0.0,517177.3765214022
2014-08-21,534799.8802183743,69386.62886523854,934571.381055778,534799.8802183743,534799.8802183743,-17840.903999930702,-17840.903999930702,-17840.903999930702,-17840.903999930702,-17840.903999930702,-17840.903999930702,0.0,0.0,0.0,516958.9762184436
2014-08-22,534568.1689832385,98174.03405158503,970336.4167565036,534568.1689832385,534568.1689832385,-5766.9022100357515,-5766.9022100357515,-5766.9022100357515,-5766.9022100357515,-5766.9022100357515,-5766.9022100357515,0.0,0.0,0.0,528801.2667732028
2014-08-25,533873.0352778313,98891.3528699363,968044.8581306953,533873.0352778313,533873.0352778313,-15568.900184919738,-15568.900184919738,-15568.900184919738,-15568.900184919738,-15568.900184919738,-15568.900184919738,0.0,0.0,0.0,518304.13509291154
2014-08-26,533641.3240426955,98239.55964292053,926156.2601540092,533641.3240426955,533641.3240426955,-878.1984090065426,-878.1984090065426,-878.1984090065426,-878.1984090065426,-878.1984090065426,-878.1984090065426,0.0,0.0,0.0,532763.1256336889
2014-08-27,533409.6128075597,84668.06799546849,952199.5529513514,533409.6128075597,533409.6128075597,-17854.214931713057,-17854.214931713057,-17854.214931713057,-17854.214931713057,-17854.214931713057,-17854.214931713057,0.0,0.0,0.0,515555.3978758466
2014-08-28,533177.901572424,107281.34898942464,949772.1520673838,533177.901572424,533177.901572424,-17840.903999777012,-17840.903999777012,-17840.903999777012,-17840.903999777012,-17840.903999777012,-17840.903999777012,0.0,0.0,0.0,515336.997572647
2014-08-29,532946.1903372883,90273.95870891992,926174.06127094,532946.1903372883,532946.1903372883,-5766.902209669799,-5766.902209669799,-5766.902209669799,-5766.902209669799,-5766.902209669799,-5766.902209669799,0.0,0.0,0.0,527179.2881276185
2014-09-01,532251.0566318809,78409.182640381,934212.8409403106,532251.0566318809,532251.0566318809,-15568.900184951744,-15568.900184951744,-15568.900184951744,-15568.900184951744,-15568.900184951744,-15568.900184951744,0.0,0.0,0.0,516682.1564469292
2014-09-02,532019.3453967451,126382.9408852724,977439.0344390592,532019.3453967451,532019.3453967451,-878.1984082600109,-878.1984082600109,-878.1984082600109,-878.1984082600109,-878.1984082600109,-878.1984082600109,0.0,0.0,0.0,531141.1469884851
2014-09-03,531787.7281717818,104770.94245887127,948599.1580990056,531787.7281717818,531787.7281717818,-17854.214931927792,-17854.214931927792,-17854.214931927792,-17854.214931927792,-17854.214931927792,-17854.214931927792,0.0,0.0,0.0,513933.51323985396
2014-09-04,531556.1109468184,78978.17965227948,974880.5632169173,531556.1109468184,531556.1109468184,-17840.904000242343,-17840.904000242343,-17840.904000242343,-17840.904000242343,-17840.904000242343,-17840.904000242343,0.0,0.0,0.0,513715.206946576
2014-09-05,531324.4937218551,84034.71800613047,972944.8043249245,531324.4937218551,531324.4937218551,-5766.902210562255,-5766.902210562255,-5766.902210562255,-5766.902210562255,-5766.902210562255,-5766.902210562255,0.0,0.0,0.0,525557.5915112928
2014-09-06,531092.8764968917,247933.69078169292,1169725.327847091,531092.8764968917,531092.8764968917,187048.4014934341,187048.4014934341,187048.4014934341,187048.4014934341,187048.4014934341,187048.4014934341,0.0,0.0,0.0,718141.2779903258
2014-09-08,530629.6420469651,75060.26594190231,943270.5437809365,530629.6420469651,530629.6420469651,-15568.900184983771,-15568.900184983771,-15568.900184983771,-15568.900184983771,-15568.900184983771,-15568.900184983771,0.0,0.0,0.0,515060.7418619813
2014-09-09,530398.0248220017,85448.27468903757,930342.299461599,530398.0248220017,530398.0248220017,-878.1984087771261,-878.1984087771261,-878.1984087771261,-878.1984087771261,-878.1984087771261,-878.1984087771261,0.0,0.0,0.0,529519.8264132246
2014-09-10,530166.4075970383,61094.25204308499,938403.6008354648,530166.4075970383,530166.4075970383,-17854.214931323742,-17854.214931323742,-17854.214931323742,-17854.214931323742,-17854.214931323742,-17854.214931323742,0.0,0.0,0.0,512312.1926657146
2014-09-11,529934.790372075,96920.55076170695,919039.5540385122,529934.790372075,529934.790372075,-17840.90399956394,-17840.90399956394,-17840.90399956394,-17840.90399956394,-17840.90399956394,-17840.90399956394,0.0,0.0,0.0,512093.8863725111
2014-09-12,529705.7386432656,95902.69818205021,959096.1302583719,529705.7386432656,529705.7386432656,-5766.902210532202,-5766.902210532202,-5766.902210532202,-5766.902210532202,-5766.902210532202,-5766.902210532202,0.0,0.0,0.0,523938.83643273334
2014-09-16,528789.5317280275,116484.77394475832,972870.0126679619,528789.5317280275,528789.5317280275,-878.1984086043383,-878.1984086043383,-878.1984086043383,-878.1984086043383,-878.1984086043383,-878.1984086043383,0.0,0.0,0.0,527911.3333194231
2014-09-17,528560.479999218,90257.29763409392,929649.1088056506,528560.479999218,528560.479999218,-17854.214930928887,-17854.214930928887,-17854.214930928887,-17854.214930928887,-17854.214930928887,-17854.214930928887,0.0,0.0,0.0,510706.2650682891
2014-09-18,528331.4282704085,94860.6843851239,958371.8491396602,528331.4282704085,528331.4282704085,-17840.90399993496,-17840.90399993496,-17840.90399993496,-17840.90399993496,-17840.90399993496,-17840.90399993496,0.0,0.0,0.0,510490.5242704736
2014-09-19,528102.376541599,77330.56207242227,968246.869473797,528102.376541599,528102.376541599,-5766.90221050217,-5766.90221050217,-5766.90221050217,-5766.90221050217,-5766.90221050217,-5766.90221050217,0.0,0.0,0.0,522335.47433109686
2014-09-22,527415.2213551705,78282.12921291289,934274.5639459768,527415.2213551705,527415.2213551705,-15568.900185403343,-15568.900185403343,-15568.900185403343,-15568.900185403343,-15568.900185403343,-15568.900185403343,0.0,0.0,0.0,511846.3211697671
2014-09-23,527186.2094581329,92209.96655114781,992478.4994931248,527186.2094581329,527186.2094581329,-878.1984084315399,-878.1984084315399,-878.1984084315399,-878.1984084315399,-878.1984084315399,-878.1984084315399,0.0,0.0,0.0,526308.0110497014
2014-09-24,526957.1975610954,91526.7410689773,932126.4475778026,526957.1975610954,526957.1975610954,-17854.214931753213,-17854.214931753213,-17854.214931753213,-17854.214931753213,-17854.214931753213,-17854.214931753213,0.0,0.0,0.0,509102.9826293421
2014-09-25,526728.1856640576,70563.12009382696,958478.6422836827,526728.1856640576,526728.1856640576,-17840.90399978127,-17840.90399978127,-17840.90399978127,-17840.90399978127,-17840.90399978127,-17840.90399978127,0.0,0.0,0.0,508887.2816642763
2014-09-26,526499.1737670201,112391.87190854213,989575.2273485423,526499.1737670201,526499.1737670201,-5766.902210429517,-5766.902210429517,-5766.902210429517,-5766.902210429517,-5766.902210429517,-5766.902210429517,0.0,0.0,0.0,520732.27155659057
2014-09-29,525812.1380759071,33595.654789661116,957080.7386665543,525812.1380759071,525812.1380759071,-15568.900185011104,-15568.900185011104,-15568.900185011104,-15568.900185011104,-15568.900185011104,-15568.900185011104,0.0,0.0,0.0,510243.23789089604
2014-09-30,525583.1261788696,94929.30747719096,984780.7941231999,525583.1261788696,525583.1261788696,-878.198408258752,-878.198408258752,-878.198408258752,-878.198408258752,-878.198408258752,-878.198408258752,0.0,0.0,0.0,524704.9277706109
2014-10-01,525354.114281832,51064.526232898104,930869.5640611581,525354.114281832,525354.114281832,-17854.21493114917,-17854.21493114917,-17854.21493114917,-17854.21493114917,-17854.21493114917,-17854.21493114917,0.0,0.0,0.0,507499.89935068286
2014-10-02,525125.1023847944,72568.20330510152,959494.7859761365,525125.1023847944,525125.1023847944,-17840.904000246588,-17840.904000246588,-17840.904000246588,-17840.904000246588,-17840.904000246588,-17840.904000246588,0.0,0.0,0.0,507284.1983845478
2014-10-03,524896.0904877568,87932.68557816045,929771.4114981911,524896.0904877568,524896.0904877568,-5766.902210399475,-5766.902210399475,-5766.902210399475,-5766.902210399475,-5766.902210399475,-5766.902210399475,0.0,0.0,0.0,519129.1882773573
